,epoch,loss,accuracy,recall,precision,f1
0,0,0.47,0.78,[0.89 0.53],[0.8  0.67],[0.84 0.57]
1,1,0.36,0.85,[0.91 0.72],[0.87 0.8 ],[0.89 0.75]
2,2,0.23,0.91,[0.94 0.85],[0.93 0.88],[0.93 0.86]
3,3,0.12,0.96,[0.96 0.95],[0.97 0.93],[0.97 0.94]
4,4,0.07,0.98,[0.98 0.97],[0.99 0.96],[0.98 0.97]
5,5,0.06,0.98,[0.98 0.97],[0.99 0.97],[0.99 0.97]
6,6,0.04,0.99,[0.99 0.99],[0.99 0.98],[0.99 0.98]
7,7,0.03,0.99,[0.99 0.99],[0.99 0.99],[0.99 0.98]
8,8,0.02,0.99,[0.99 0.99],[1.   0.99],[1.   0.99]
9,9,0.02,0.99,[0.99 0.99],[1.   0.99],[0.99 0.99]
10,10,0.03,0.99,[0.99 0.99],[0.99 0.98],[0.99 0.99]
11,11,0.02,0.99,[0.99 0.99],[0.99 0.99],[0.99 0.99]
12,12,0.02,0.99,[0.99 0.99],[1.   0.99],[0.99 0.99]
13,13,0.02,0.99,[1.   0.99],[1.   0.99],[1.   0.99]
14,14,0.01,1.0,[1.   0.99],[1.   0.99],[1.   0.99]
15,15,0.02,0.99,[1.   0.99],[1.   0.99],[1.   0.99]
16,16,0.01,1.0,[1.   0.99],[1.   0.99],[1.   0.99]
17,17,0.01,1.0,[1.   0.99],[1.   0.99],[1.   0.99]
18,18,0.01,1.0,[1.   0.99],[1.   0.99],[1.   0.99]
19,19,0.02,0.99,[1.   0.99],[1.   0.99],[1.   0.99]
20,20,0.01,1.0,[1.   0.99],[1.   0.99],[1.   0.99]
21,21,0.02,0.99,[1.   0.99],[1.   0.99],[1.   0.99]
22,22,0.01,1.0,[1.   0.99],[1.   0.99],[1.   0.99]
23,23,0.01,1.0,[1.   0.99],[1. 1.],[1.   0.99]
24,24,0.01,1.0,[1. 1.],[1. 1.],[1. 1.]
25,25,0.01,1.0,[1.   0.99],[1.   0.99],[1.   0.99]
